text,label
Data compiled by the company's quarterly earnings report and reviewed by independent analysts shows the national health system moved by about 10.3% in the last week.,1
"A report from the Associated Press released Thursday outlines how a viral health trend has changed, with officials attributing the shift to policy adjustments made over the last month.",1
"URGENT WARNING about immigration policy has been linked to a massive hidden conspiracy. Wake up, people — nobody is reporting this!",0
"a spokesperson for the company said in a statement that a celebrity's private life saw a 5.4% change over the past six months, according to figures released on earlier this month.",1
SHOCKING: the real story behind the economy. Sources say it is being covered up by the mainstream media. Experts are too scared to comment publicly.,0
"BREAKING (they don't want you to know): a natural disaster is being covered up by the mainstream media. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
Data compiled by the national weather service and reviewed by independent analysts shows a political scandal moved by about 20.1% in the last month.,1
People are furious after learning that a viral health trend has been linked to a massive hidden conspiracy. Experts are too scared to comment publicly.,0
Data compiled by a spokesperson for the company and reviewed by independent analysts shows a natural disaster moved by about 19.8% in the last quarter.,1
The TRUTH about the real story behind the stock market. Sources say it is a scheme designed to control the public. The government does not want this getting out.,0
"URGENT WARNING about a natural disaster! is a scheme designed to control the public. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
"election commission officials confirmed an update on the presidential election on last week, noting that further analysis is expected within the next month.",1
Data compiled by election commission officials and reviewed by independent analysts shows immigration policy moved by about 18.7% in the last month.,1
"the company's quarterly earnings report clarified in a press briefing that the space program saw a 18.2% change over the past week, according to figures released on Wednesday.",1
"This one secret about the economy has been linked to a massive hidden conspiracy. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
"According to a peer-reviewed study published this week, climate policy is expected to shift by roughly 0.5% following changes announced on Thursday.",1
"YOU WON'T BELIEVE WHAT HAPPENED WITH a political scandal! will destroy the economy within days, insiders claim. Mainstream media REFUSES to cover this story.",0
"the company's quarterly earnings report clarified in a press briefing that the economy saw a 13.2% change over the past year, according to figures released on earlier this month.",1
Data compiled by Reuters and reviewed by independent analysts shows a celebrity's private life moved by about 8.8% in the last year.,1
It's finally out: a local school district is being covered up by the mainstream media. This changes EVERYTHING you thought you knew.,0
"It's finally out: the housing market will destroy the economy within days, insiders claim. You need to see this before it's too late.",0
People are furious after learning that a viral health trend is the biggest secret no one is talking about. Share this before it gets DELETED!!!,0
"It's finally out: the national health system is the biggest secret no one is talking about. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
People are furious after learning that the space program will completely change everything overnight. Experts are too scared to comment publicly.,0
"According to a spokesperson for the company, the space program is expected to shift by roughly 23.8% following changes announced on last week.",1
People are furious after learning that the housing market is the biggest secret no one is talking about. Experts are too scared to comment publicly.,0
"EXPOSED: a new social media app is being covered up by the mainstream media. Wake up, people — nobody is reporting this!",0
"It's finally out: a natural disaster has been linked to a massive hidden conspiracy. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
"In a statement on Thursday, court documents clarified in a press briefing new developments regarding the central bank's interest rate decision, citing data collected over the past six months.",1
BREAKING (they don't want you to know): the real story behind a celebrity's private life. Sources say it is a scheme designed to control the public. Experts are too scared to comment publicly.,0
"According to the university's research team, the central bank's interest rate decision is expected to shift by roughly 6.8% following changes announced on Wednesday.",1
People are furious after learning that the stock market will completely change everything overnight. Mainstream media REFUSES to cover this story.,0
It's finally out: the housing market is being covered up by the mainstream media. Mainstream media REFUSES to cover this story.,0
Data compiled by Reuters and reviewed by independent analysts shows climate policy moved by about 1.1% in the last week.,1
SHOCKING: climate policy! is being covered up by the mainstream media. This changes EVERYTHING you thought you knew.,0
ALERT: the real story behind a viral health trend. Sources say it will completely change everything overnight. Mainstream media REFUSES to cover this story.,0
"People are furious after learning that climate policy is a scheme designed to control the public. Wake up, people — nobody is reporting this!",0
Data compiled by the central bank's press release and reviewed by independent analysts shows a major sports league moved by about 2.9% in the last quarter.,1
ALERT: a political scandal is the biggest secret no one is talking about. Share this before it gets DELETED!!!,0
"This one secret about a political scandal! was staged, according to unnamed sources. Wake up, people — nobody is reporting this!",0
It's finally out: a viral health trend was secretly manipulated by anonymous insiders. You need to see this before it's too late.,0
"In a statement on last week, election commission officials confirmed new developments regarding a political scandal, citing data collected over the past week.",1
"the central bank's press release confirmed in an official statement an update on the housing market on Wednesday, noting that further analysis is expected within the next quarter.",1
"the World Health Organization released data showing an update on the education budget on earlier this month, noting that further analysis is expected within the next year.",1
"People are furious after learning that a natural disaster will destroy the economy within days, insiders claim. Mainstream media REFUSES to cover this story.",0
"It's finally out: the central bank's interest rate decision was staged, according to unnamed sources. You need to see this before it's too late.",0
URGENT WARNING about the housing market proves what 'they' have been hiding for years. You need to see this before it's too late.,0
"According to the Bureau of Labor Statistics, a natural disaster is expected to shift by roughly 22.2% following changes announced on Monday.",1
SHOCKING: the national health system! is a scheme designed to control the public. Mainstream media REFUSES to cover this story.,0
"A report from the mayor's office released Thursday outlines how a local school district has changed, with officials attributing the shift to policy adjustments made over the last month.",1
"It's finally out: immigration policy is the biggest secret no one is talking about. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
"People are furious after learning that the stock market will destroy the economy within days, insiders claim. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
"a spokesperson for the company reported that immigration policy saw a 9.2% change over the past month, according to figures released on Thursday.",1
"the World Health Organization confirmed details about the economy during a briefing held on last week, based on a review spanning the last year.",1
Doctors HATE this fact about the real story behind the national health system. Sources say it was secretly manipulated by anonymous insiders. Share this before it gets DELETED!!!,0
"Doctors HATE this fact about the real story behind a tech company merger. Sources say it has shocked experts who refuse to speak on record. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
It's finally out: a tech company merger was secretly manipulated by anonymous insiders. The government does not want this getting out.,0
It's finally out: a tech company merger will completely change everything overnight. This changes EVERYTHING you thought you knew.,0
"In a statement on Thursday, a peer-reviewed study published this week confirmed in an official statement new developments regarding the housing market, citing data collected over the past year.",1
"People are furious after learning that immigration policy will destroy the economy within days, insiders claim. The government does not want this getting out.",0
URGENT WARNING about the real story behind the national health system. Sources say it is a scheme designed to control the public. This changes EVERYTHING you thought you knew.,0
"The TRUTH about the real story behind a natural disaster. Sources say it was staged, according to unnamed sources. The government does not want this getting out.",0
"officials at the Department of Health said in a statement that immigration policy saw a 4.7% change over the past month, according to figures released on Wednesday.",1
Data compiled by a peer-reviewed study published this week and reviewed by independent analysts shows a political scandal moved by about 2.1% in the last year.,1
"According to the central bank's press release, a new social media app is expected to shift by roughly 3.5% following changes announced on Tuesday.",1
"a spokesperson for the company told reporters an update on a viral health trend on Tuesday, noting that further analysis is expected within the next month.",1
The TRUTH about a tech company merger has shocked experts who refuse to speak on record. The government does not want this getting out.,0
BREAKING (they don't want you to know): the real story behind a celebrity's private life. Sources say it is a scheme designed to control the public. Share this before it gets DELETED!!!,0
It's finally out: a natural disaster was secretly manipulated by anonymous insiders. Experts are too scared to comment publicly.,0
"BREAKING (they don't want you to know): the housing market has shocked experts who refuse to speak on record. Wake up, people — nobody is reporting this!",0
URGENT WARNING about the real story behind the education budget. Sources say it is the biggest secret no one is talking about. Experts are too scared to comment publicly.,0
YOU WON'T BELIEVE WHAT HAPPENED WITH a celebrity's private life proves what 'they' have been hiding for years. This changes EVERYTHING you thought you knew.,0
"A report from the World Health Organization released last week outlines how a viral health trend has changed, with officials attributing the shift to policy adjustments made over the last six months.",1
"the mayor's office said in a statement that the presidential election saw a 8.8% change over the past year, according to figures released on earlier this month.",1
"the national weather service announced an update on immigration policy on Friday, noting that further analysis is expected within the next quarter.",1
EXPOSED: a political scandal! proves what 'they' have been hiding for years. The government does not want this getting out.,0
People are furious after learning that a local school district is being covered up by the mainstream media. Share this before it gets DELETED!!!,0
LEAKED: a viral health trend has been linked to a massive hidden conspiracy. This changes EVERYTHING you thought you knew.,0
EXPOSED: a local school district! has shocked experts who refuse to speak on record. This changes EVERYTHING you thought you knew.,0
The TRUTH about the real story behind a political scandal. Sources say it is being covered up by the mainstream media. You need to see this before it's too late.,0
"SHOCKING: climate policy was staged, according to unnamed sources. The government does not want this getting out.",0
"a Treasury Department spokesperson released data showing details about a new social media app during a briefing held on Thursday, based on a review spanning the last week.",1
ALERT: the central bank's interest rate decision has shocked experts who refuse to speak on record. You need to see this before it's too late.,0
It's finally out: a celebrity's private life has been linked to a massive hidden conspiracy. You need to see this before it's too late.,0
"According to a spokesperson for the company, climate policy is expected to shift by roughly 17.1% following changes announced on Tuesday.",1
"The TRUTH about the real story behind the central bank's interest rate decision. Sources say it is being covered up by the mainstream media. Wake up, people — nobody is reporting this!",0
"In a statement on Wednesday, court documents confirmed in an official statement new developments regarding a local school district, citing data collected over the past quarter.",1
LEAKED: the presidential election! has been linked to a massive hidden conspiracy. Mainstream media REFUSES to cover this story.,0
URGENT WARNING about the real story behind the housing market. Sources say it is a scheme designed to control the public. The government does not want this getting out.,0
"the Associated Press said in a statement an update on immigration policy on Tuesday, noting that further analysis is expected within the next month.",1
EXPOSED: the space program proves what 'they' have been hiding for years. You need to see this before it's too late.,0
"ALERT: the real story behind immigration policy. Sources say it has been linked to a massive hidden conspiracy. Wake up, people — nobody is reporting this!",0
"the national weather service published findings indicating an update on a celebrity's private life on Monday, noting that further analysis is expected within the next month.",1
"BREAKING (they don't want you to know): the national health system is being covered up by the mainstream media. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
"URGENT WARNING about the real story behind a natural disaster. Sources say it will destroy the economy within days, insiders claim. This changes EVERYTHING you thought you knew.",0
Data compiled by the university's research team and reviewed by independent analysts shows a celebrity's private life moved by about 10.9% in the last week.,1
"This one secret about the real story behind a celebrity's private life. Sources say it has been linked to a massive hidden conspiracy. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
"Doctors HATE this fact about the stock market was secretly manipulated by anonymous insiders. Wake up, people — nobody is reporting this!",0
"the Bureau of Labor Statistics confirmed in an official statement an update on a major sports league on Wednesday, noting that further analysis is expected within the next month.",1
SHOCKING: a tech company merger! has shocked experts who refuse to speak on record. You need to see this before it's too late.,0
"ALERT: the real story behind a viral health trend. Sources say it will destroy the economy within days, insiders claim. Wake up, people — nobody is reporting this!",0
ALERT: the real story behind climate policy. Sources say it was secretly manipulated by anonymous insiders. Mainstream media REFUSES to cover this story.,0
YOU WON'T BELIEVE WHAT HAPPENED WITH the presidential election! proves what 'they' have been hiding for years. You need to see this before it's too late.,0
"According to a peer-reviewed study published this week, a tech company merger is expected to shift by roughly 7.6% following changes announced on earlier this month.",1
URGENT WARNING about the real story behind the economy. Sources say it proves what 'they' have been hiding for years. The government does not want this getting out.,0
This one secret about the real story behind a major sports league. Sources say it is being covered up by the mainstream media. Share this before it gets DELETED!!!,0
"According to the university's research team, a new social media app is expected to shift by roughly 7.9% following changes announced on Friday.",1
YOU WON'T BELIEVE WHAT HAPPENED WITH the central bank's interest rate decision! has been linked to a massive hidden conspiracy. Mainstream media REFUSES to cover this story.,0
"In a statement on Monday, the university's research team announced new developments regarding government spending, citing data collected over the past month.",1
"EXPOSED: the national health system has shocked experts who refuse to speak on record. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
"A report from election commission officials released Wednesday outlines how a viral health trend has changed, with officials attributing the shift to policy adjustments made over the last week.",1
"In a statement on earlier this month, the Bureau of Labor Statistics confirmed new developments regarding a political scandal, citing data collected over the past quarter.",1
"the World Health Organization confirmed that the economy saw a 18.0% change over the past week, according to figures released on Friday.",1
"The TRUTH about the housing market! will destroy the economy within days, insiders claim. Mainstream media REFUSES to cover this story.",0
"officials at the Department of Health released data showing that the national health system saw a 19.2% change over the past quarter, according to figures released on earlier this month.",1
"What the media is HIDING about the real story behind a new social media app. Sources say it was staged, according to unnamed sources. Wake up, people — nobody is reporting this!",0
"People are furious after learning that the presidential election will destroy the economy within days, insiders claim. Wake up, people — nobody is reporting this!",0
People are furious after learning that the new vaccine rollout proves what 'they' have been hiding for years. Share this before it gets DELETED!!!,0
"It's finally out: a tech company merger will destroy the economy within days, insiders claim. Experts are too scared to comment publicly.",0
It's finally out: the space program is being covered up by the mainstream media. Mainstream media REFUSES to cover this story.,0
ALERT: a tech company merger was secretly manipulated by anonymous insiders. Mainstream media REFUSES to cover this story.,0
EXPOSED: a major sports league is the biggest secret no one is talking about. The government does not want this getting out.,0
URGENT WARNING about the stock market was secretly manipulated by anonymous insiders. Mainstream media REFUSES to cover this story.,0
People are furious after learning that the national health system is being covered up by the mainstream media. Experts are too scared to comment publicly.,0
"The TRUTH about the real story behind the economy. Sources say it is being covered up by the mainstream media. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
"a spokesperson for the company announced details about a natural disaster during a briefing held on earlier this month, based on a review spanning the last year.",1
"Reuters confirmed in an official statement that the national health system saw a 18.3% change over the past quarter, according to figures released on Monday.",1
"According to a Treasury Department spokesperson, the stock market is expected to shift by roughly 19.9% following changes announced on Monday.",1
"ALERT: a new social media app will completely change everything overnight. Wake up, people — nobody is reporting this!",0
"In a statement on last week, a spokesperson for the company told reporters new developments regarding the national health system, citing data collected over the past week.",1
"the mayor's office said in a statement an update on the national health system on Monday, noting that further analysis is expected within the next month.",1
Data compiled by Reuters and reviewed by independent analysts shows the central bank's interest rate decision moved by about 23.9% in the last month.,1
"According to Reuters, the education budget is expected to shift by roughly 3.3% following changes announced on Thursday.",1
"a peer-reviewed study published this week clarified in a press briefing an update on a viral health trend on Monday, noting that further analysis is expected within the next quarter.",1
What the media is HIDING about the real story behind a celebrity's private life. Sources say it has been linked to a massive hidden conspiracy. Mainstream media REFUSES to cover this story.,0
"ALERT: the real story behind the education budget. Sources say it has been linked to a massive hidden conspiracy. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
"It's finally out: climate policy will destroy the economy within days, insiders claim. The government does not want this getting out.",0
"court documents told reporters details about the stock market during a briefing held on Thursday, based on a review spanning the last year.",1
"EXPOSED: the real story behind the central bank's interest rate decision. Sources say it proves what 'they' have been hiding for years. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
Data compiled by the Associated Press and reviewed by independent analysts shows a major sports league moved by about 5.8% in the last month.,1
"According to a Treasury Department spokesperson, the space program is expected to shift by roughly 19.1% following changes announced on Wednesday.",1
SHOCKING: a natural disaster is being covered up by the mainstream media. You need to see this before it's too late.,0
Data compiled by a peer-reviewed study published this week and reviewed by independent analysts shows the education budget moved by about 19.8% in the last quarter.,1
People are furious after learning that the space program has shocked experts who refuse to speak on record. This changes EVERYTHING you thought you knew.,0
SHOCKING: the real story behind the stock market. Sources say it was secretly manipulated by anonymous insiders. The government does not want this getting out.,0
"It's finally out: the housing market is a scheme designed to control the public. Wake up, people — nobody is reporting this!",0
"According to the central bank's press release, a political scandal is expected to shift by roughly 23.4% following changes announced on earlier this month.",1
"the mayor's office told reporters that a natural disaster saw a 22.0% change over the past year, according to figures released on Thursday.",1
"In a statement on Tuesday, a Treasury Department spokesperson confirmed new developments regarding a tech company merger, citing data collected over the past month.",1
"A report from the company's quarterly earnings report released earlier this month outlines how government spending has changed, with officials attributing the shift to policy adjustments made over the last week.",1
The TRUTH about a viral health trend! is being covered up by the mainstream media. Mainstream media REFUSES to cover this story.,0
"This one secret about the space program was staged, according to unnamed sources. A source close to the situation, who wished to remain anonymous, confirmed everything.",0
People are furious after learning that the education budget has been linked to a massive hidden conspiracy. The government does not want this getting out.,0
SHOCKING: the real story behind a viral health trend. Sources say it is being covered up by the mainstream media. The government does not want this getting out.,0
This one secret about climate policy is a scheme designed to control the public. Share this before it gets DELETED!!!,0
"the Bureau of Labor Statistics reported an update on a tech company merger on earlier this month, noting that further analysis is expected within the next six months.",1
"a peer-reviewed study published this week said in a statement an update on government spending on last week, noting that further analysis is expected within the next week.",1
BREAKING (they don't want you to know): the education budget! proves what 'they' have been hiding for years. Mainstream media REFUSES to cover this story.,0
"EXPOSED: a natural disaster was staged, according to unnamed sources. The government does not want this getting out.",0
"BREAKING (they don't want you to know): immigration policy! will destroy the economy within days, insiders claim. Wake up, people — nobody is reporting this!",0
"the World Health Organization reported an update on a celebrity's private life on earlier this month, noting that further analysis is expected within the next month.",1
This one secret about immigration policy! has shocked experts who refuse to speak on record. The government does not want this getting out.,0
"In a statement on Thursday, officials at the Department of Health told reporters new developments regarding the new vaccine rollout, citing data collected over the past year.",1
"Doctors HATE this fact about government spending was staged, according to unnamed sources. This changes EVERYTHING you thought you knew.",0
BREAKING (they don't want you to know): the real story behind the housing market. Sources say it has shocked experts who refuse to speak on record. Mainstream media REFUSES to cover this story.,0
Data compiled by court documents and reviewed by independent analysts shows the stock market moved by about 11.4% in the last quarter.,1
"A report from the central bank's press release released earlier this month outlines how the central bank's interest rate decision has changed, with officials attributing the shift to policy adjustments made over the last month.",1
"In a statement on Thursday, a Treasury Department spokesperson confirmed in an official statement new developments regarding the presidential election, citing data collected over the past six months.",1
"the mayor's office released data showing an update on a viral health trend on Thursday, noting that further analysis is expected within the next six months.",1
"A report from court documents released Thursday outlines how the housing market has changed, with officials attributing the shift to policy adjustments made over the last year.",1
This one secret about the real story behind the new vaccine rollout. Sources say it is the biggest secret no one is talking about. Share this before it gets DELETED!!!,0
"the national weather service clarified in a press briefing details about a tech company merger during a briefing held on Thursday, based on a review spanning the last quarter.",1
The TRUTH about the stock market has been linked to a massive hidden conspiracy. You need to see this before it's too late.,0
"a Treasury Department spokesperson confirmed in an official statement an update on the presidential election on earlier this month, noting that further analysis is expected within the next month.",1
EXPOSED: a local school district! was secretly manipulated by anonymous insiders. Share this before it gets DELETED!!!,0
People are furious after learning that the national health system has been linked to a massive hidden conspiracy. Experts are too scared to comment publicly.,0
EXPOSED: the economy! will completely change everything overnight. Experts are too scared to comment publicly.,0
BREAKING (they don't want you to know): the presidential election proves what 'they' have been hiding for years. Share this before it gets DELETED!!!,0
Data compiled by the World Health Organization and reviewed by independent analysts shows a celebrity's private life moved by about 1.1% in the last week.,1
This one secret about a major sports league! has been linked to a massive hidden conspiracy. This changes EVERYTHING you thought you knew.,0
ALERT: the education budget has shocked experts who refuse to speak on record. Mainstream media REFUSES to cover this story.,0
"A report from a peer-reviewed study published this week released Thursday outlines how a major sports league has changed, with officials attributing the shift to policy adjustments made over the last week.",1
YOU WON'T BELIEVE WHAT HAPPENED WITH the real story behind the new vaccine rollout. Sources say it is the biggest secret no one is talking about. The government does not want this getting out.,0
"A report from the company's quarterly earnings report released earlier this month outlines how a political scandal has changed, with officials attributing the shift to policy adjustments made over the last year.",1
People are furious after learning that a political scandal is a scheme designed to control the public. You need to see this before it's too late.,0
"According to the central bank's press release, the space program is expected to shift by roughly 23.8% following changes announced on earlier this month.",1
"Reuters confirmed in an official statement details about government spending during a briefing held on Monday, based on a review spanning the last month.",1
"Doctors HATE this fact about the real story behind the space program. Sources say it will destroy the economy within days, insiders claim. You need to see this before it's too late.",0
It's finally out: a new social media app proves what 'they' have been hiding for years. The government does not want this getting out.,0
People are furious after learning that a new social media app was secretly manipulated by anonymous insiders. Experts are too scared to comment publicly.,0
People are furious after learning that the education budget proves what 'they' have been hiding for years. This changes EVERYTHING you thought you knew.,0
